Date,State,TotalSamples,Negative,Positive
17/04/2020,Andaman and Nicobar Islands,1403,1210,12
24/04/2020,Andaman and Nicobar Islands,2679,,27
27/04/2020,Andaman and Nicobar Islands,2848,,33
01/05/2020,Andaman and Nicobar Islands,3754,,33
16/05/2020,Andaman and Nicobar Islands,6677,,33
22/05/2020,Andaman and Nicobar Islands,7263,7167,33
08/06/2020,Andaman and Nicobar Islands,9341,,33
02/04/2020,Andhra Pradesh,1800,1175,132
10/04/2020,Andhra Pradesh,6374,6009,365
11/04/2020,Andhra Pradesh,6958,6577,381
12/04/2020,Andhra Pradesh,6958,6553,405
13/04/2020,Andhra Pradesh,8755,8323,432
14/04/2020,Andhra Pradesh,10505,10032,473
15/04/2020,Andhra Pradesh,11613,11088,525
16/04/2020,Andhra Pradesh,20235,19701,534
17/04/2020,Andhra Pradesh,20235,,572
18/04/2020,Andhra Pradesh,21450,20487,603
19/04/2020,Andhra Pradesh,26958,26311,647
20/04/2020,Andhra Pradesh,30733,30011,722
21/04/2020,Andhra Pradesh,35755,34998,757
22/04/2020,Andhra Pradesh,41512,40699,813
23/04/2020,Andhra Pradesh,48032,47139,893
24/04/2020,Andhra Pradesh,54338,53383,955
25/04/2020,Andhra Pradesh,61266,60250,1016
26/04/2020,Andhra Pradesh,68034,66937,1097
27/04/2020,Andhra Pradesh,74551,73374,1177
28/04/2020,Andhra Pradesh,80334,79075,1259
29/04/2020,Andhra Pradesh,88061,86729,1332
30/04/2020,Andhra Pradesh,94558,93155,1403
01/05/2020,Andhra Pradesh,102460,100997,1463
02/05/2020,Andhra Pradesh,108403,106878,1525
03/05/2020,Andhra Pradesh,114937,113354,1583
04/05/2020,Andhra Pradesh,125229,123579,1650
05/05/2020,Andhra Pradesh,133492,131775,1717
06/05/2020,Andhra Pradesh,141274,139497,1777
07/05/2020,Andhra Pradesh,149361,147528,1833
08/05/2020,Andhra Pradesh,156681,154794,1887
09/05/2020,Andhra Pradesh,165069,163139,1930
10/05/2020,Andhra Pradesh,173735,171755,1980
11/05/2020,Andhra Pradesh,181144,179126,2018
12/05/2020,Andhra Pradesh,191874,189823,2051
13/05/2020,Andhra Pradesh,201196,199059,2137
14/05/2020,Andhra Pradesh,210452,208247,2100
15/05/2020,Andhra Pradesh,219490,217183,2157
17/05/2020,Andhra Pradesh,238998,236618,2230
18/05/2020,Andhra Pradesh,248771,246279,2282
19/05/2020,Andhra Pradesh,258450,255961,2339
20/05/2020,Andhra Pradesh,267612,265052,2407
21/05/2020,Andhra Pradesh,275704,273099,2452
22/05/2020,Andhra Pradesh,284119,281452,2514
23/05/2020,Andhra Pradesh,292969,290255,2561
24/05/2020,Andhra Pradesh,304326,301529,2627
25/05/2020,Andhra Pradesh,314566,311680,2671
26/05/2020,Andhra Pradesh,322714,319731,2719
27/05/2020,Andhra Pradesh,332378,329261,2787
28/05/2020,Andhra Pradesh,342236,338991,2841
29/05/2020,Andhra Pradesh,353874,350544,2874
30/05/2020,Andhra Pradesh,363378,359917,2944
31/05/2020,Andhra Pradesh,372748,369177,3045
01/06/2020,Andhra Pradesh,383315,379639,3118
02/06/2020,Andhra Pradesh,395681,391890,3200
03/06/2020,Andhra Pradesh,403747,399776,3279
04/06/2020,Andhra Pradesh,413733,409621,3377
05/06/2020,Andhra Pradesh,423564,419314,3427
06/06/2020,Andhra Pradesh,436335,431875,3588
07/06/2020,Andhra Pradesh,454030,449371,3718
08/06/2020,Andhra Pradesh,468276,463463,3843
09/06/2020,Andhra Pradesh,483361,478332,3990
09/04/2020,Arunachal Pradesh,206,185,1
14/04/2020,Arunachal Pradesh,280,250,1
17/04/2020,Arunachal Pradesh,363,338,1
18/04/2020,Arunachal Pradesh,389,358,1
20/04/2020,Arunachal Pradesh,439,405,1
21/04/2020,Arunachal Pradesh,454,433,1
22/04/2020,Arunachal Pradesh,496,441,2
24/04/2020,Arunachal Pradesh,526,508,2
26/04/2020,Arunachal Pradesh,568,529,2
27/04/2020,Arunachal Pradesh,584,566,2
28/04/2020,Arunachal Pradesh,610,581,2
29/04/2020,Arunachal Pradesh,662,595,2
30/04/2020,Arunachal Pradesh,694,656,2
01/05/2020,Arunachal Pradesh,724,692,2
03/05/2020,Arunachal Pradesh,810,761,2
04/05/2020,Arunachal Pradesh,869,762,2
05/05/2020,Arunachal Pradesh,970,814,2
06/05/2020,Arunachal Pradesh,1039,857,2
07/05/2020,Arunachal Pradesh,1144,952,2
08/05/2020,Arunachal Pradesh,1354,1015,2
09/05/2020,Arunachal Pradesh,1597,1266,2
10/05/2020,Arunachal Pradesh,1823,1363,2
11/05/2020,Arunachal Pradesh,2078,1538,2
12/05/2020,Arunachal Pradesh,2257,1798,2
13/05/2020,Arunachal Pradesh,2483,1902,2
14/05/2020,Arunachal Pradesh,2677,2233,2
15/05/2020,Arunachal Pradesh,2942,2546,2
16/05/2020,Arunachal Pradesh,3163,2861,2
17/05/2020,Arunachal Pradesh,3349,2966,2
18/05/2020,Arunachal Pradesh,3662,3166,2
19/05/2020,Arunachal Pradesh,3941,3392,2
20/05/2020,Arunachal Pradesh,4157,3710,2
21/05/2020,Arunachal Pradesh,4438,3963,2
22/05/2020,Arunachal Pradesh,4844,4211,2
23/05/2020,Arunachal Pradesh,5206,4340,2
24/05/2020,Arunachal Pradesh,5428,4552,2
25/05/2020,Arunachal Pradesh,5997,4941,2
26/05/2020,Arunachal Pradesh,6319,5083,2
27/05/2020,Arunachal Pradesh,6436,5405,2
28/05/2020,Arunachal Pradesh,6984,5677,3
29/05/2020,Arunachal Pradesh,7488,6268,3
30/05/2020,Arunachal Pradesh,8017,6675,4
31/05/2020,Arunachal Pradesh,8283,7012,4
01/06/2020,Arunachal Pradesh,8768,7528,22
02/06/2020,Arunachal Pradesh,9079,7806,28
03/06/2020,Arunachal Pradesh,9551,7927,38
04/06/2020,Arunachal Pradesh,10025,8552,43
05/06/2020,Arunachal Pradesh,10790,8877,46
06/06/2020,Arunachal Pradesh,11261,9350,49
07/06/2020,Arunachal Pradesh,11516,9921,51
08/06/2020,Arunachal Pradesh,12012,10376,57
09/06/2020,Arunachal Pradesh,12455,10642,57
02/04/2020,Assam,962,819,16
10/04/2020,Assam,2863,2685,29
11/04/2020,Assam,3011,2842,29
12/04/2020,Assam,3138,2973,29
14/04/2020,Assam,3491,3267,31
15/04/2020,Assam,3613,3492,32
16/04/2020,Assam,4108,3803,34
17/04/2020,Assam,4236,4024,34
18/04/2020,Assam,4400,4199,34
19/04/2020,Assam,4865,4584,34
20/04/2020,Assam,5112,4937,34
21/04/2020,Assam,5514,5245,34
24/04/2020,Assam,6680,6391,35
25/04/2020,Assam,7159,6781,35
26/04/2020,Assam,7823,7474,35
27/04/2020,Assam,8117,7985,35
29/04/2020,Assam,9520,8771,37
02/05/2020,Assam,11623,10499,42
04/05/2020,Assam,12775,11764,42
05/05/2020,Assam,13442,12533,43
09/05/2020,Assam,16167,15076,59
10/05/2020,Assam,18002,16236,62
11/05/2020,Assam,19589,17813,64
12/05/2020,Assam,21791,19211,64
14/05/2020,Assam,25824,23178,86
15/05/2020,Assam,28178,25431,86
16/05/2020,Assam,31276,28332,91
17/05/2020,Assam,34376,32035,97
18/05/2020,Assam,37898,35159,106
19/05/2020,Assam,41116,38138,141
20/05/2020,Assam,47084,42729,170
21/05/2020,Assam,51730,46442,203
22/05/2020,Assam,55791,50450,259
23/05/2020,Assam,60405,54185,329
24/05/2020,Assam,66444,58972,378
25/05/2020,Assam,70029,62244,526
26/05/2020,Assam,72654,66562,616
29/05/2020,Assam,92390,84933,1024
30/05/2020,Assam,101257,91248,1185
31/05/2020,Assam,109097,101006,1272
02/06/2020,Assam,120375,111229,1513
03/06/2020,Assam,126726,117650,1672
04/06/2020,Assam,133029,122618,1988
06/06/2020,Assam,146605,136154,2397
07/06/2020,Assam,153326,142192,2565
09/06/2020,Assam,169842,159760,2937
05/04/2020,Bihar,3037,2299,32
08/04/2020,Bihar,4596,,38
09/04/2020,Bihar,4991,,43
10/04/2020,Bihar,5457,,60
11/04/2020,Bihar,6250,,61
12/04/2020,Bihar,6703,,64
13/04/2020,Bihar,7263,,65
14/04/2020,Bihar,7727,,62
15/04/2020,Bihar,8263,,66
16/04/2020,Bihar,8846,,72
17/04/2020,Bihar,9486,,83
18/04/2020,Bihar,10130,,85
19/04/2020,Bihar,10745,,92
20/04/2020,Bihar,11319,,96
21/04/2020,Bihar,11999,,115
22/04/2020,Bihar,12978,,136
23/04/2020,Bihar,13785,,148
24/04/2020,Bihar,14924,,176
25/04/2020,Bihar,15885,,238
26/04/2020,Bihar,17041,,255
27/04/2020,Bihar,18179,,328
28/04/2020,Bihar,19790,,346
29/04/2020,Bihar,21180,,383
30/04/2020,Bihar,22672,,409
01/05/2020,Bihar,24118,,466
02/05/2020,Bihar,25724,,476
03/05/2020,Bihar,26951,,485
04/05/2020,Bihar,28345,,525
05/05/2020,Bihar,28791,,529
06/05/2020,Bihar,29328,,539
07/05/2020,Bihar,29841,,547
08/05/2020,Bihar,30320,,564
09/05/2020,Bihar,31552,,585
10/05/2020,Bihar,32670,,653
11/05/2020,Bihar,34662,,714
12/05/2020,Bihar,37430,,796
13/05/2020,Bihar,39149,,909
14/05/2020,Bihar,40782,,970
15/05/2020,Bihar,42645,,1010
16/05/2020,Bihar,44340,,1083
17/05/2020,Bihar,45729,,1193
18/05/2020,Bihar,46996,,1391
19/05/2020,Bihar,50563,,1495
20/05/2020,Bihar,53361,,1607
21/05/2020,Bihar,55692,,1881
22/05/2020,Bihar,58481,,2098
23/05/2020,Bihar,61220,,2344
24/05/2020,Bihar,63741,,2507
27/05/2020,Bihar,68262,,3010
28/05/2020,Bihar,70275,,3106
29/05/2020,Bihar,72256,,3276
30/05/2020,Bihar,73929,,3511
31/05/2020,Bihar,75737,,3692
01/06/2020,Bihar,78090,,3872
02/06/2020,Bihar,81413,,4049
03/06/2020,Bihar,84729,,4273
04/06/2020,Bihar,88313,,4420
05/06/2020,Bihar,91903,,4551
06/06/2020,Bihar,95473,,4745
07/06/2020,Bihar,99108,,4972
08/06/2020,Bihar,102318,,5176
09/06/2020,Bihar,105588,,5364
02/04/2020,Chandigarh,124,98,18
08/04/2020,Chandigarh,184,162,18
10/04/2020,Chandigarh,223,199,19
11/04/2020,Chandigarh,264,223,19
12/04/2020,Chandigarh,279,247,21
13/04/2020,Chandigarh,296,263,21
14/04/2020,Chandigarh,309,285,21
15/04/2020,Chandigarh,317,293,21
16/04/2020,Chandigarh,337,315,21
17/04/2020,Chandigarh,358,335,21
18/04/2020,Chandigarh,381,348,23
19/04/2020,Chandigarh,430,388,26
20/04/2020,Chandigarh,453,417,26
21/04/2020,Chandigarh,497,445,27
22/04/2020,Chandigarh,529,492,27
23/04/2020,Chandigarh,599,557,27
24/04/2020,Chandigarh,638,603,27
25/04/2020,Chandigarh,734,668,28
26/04/2020,Chandigarh,756,677,30
27/04/2020,Chandigarh,843,777,40
28/04/2020,Chandigarh,924,857,56
29/04/2020,Chandigarh,1012,922,67
30/04/2020,Chandigarh,1147,1022,74
01/05/2020,Chandigarh,1252,1131,88
02/05/2020,Chandigarh,1462,1339,94
03/05/2020,Chandigarh,1616,1491,97
04/05/2020,Chandigarh,1678,1545,102
05/05/2020,Chandigarh,1713,1576,115
06/05/2020,Chandigarh,1785,1641,120
07/05/2020,Chandigarh,1845,1698,129
08/05/2020,Chandigarh,1913,1748,146
09/05/2020,Chandigarh,2055,1871,169
10/05/2020,Chandigarh,2142,1947,173
11/05/2020,Chandigarh,2177,1978,173
12/05/2020,Chandigarh,2276,2069,187
13/05/2020,Chandigarh,2420,2206,189
14/05/2020,Chandigarh,2505,2299,191
15/05/2020,Chandigarh,2586,2383,191
16/05/2020,Chandigarh,2718,2513,191
17/05/2020,Chandigarh,2812,2604,191
18/05/2020,Chandigarh,2892,2663,196
19/05/2020,Chandigarh,3031,2783,199
21/05/2020,Chandigarh,3369,3125,216
22/05/2020,Chandigarh,3531,3234,219
23/05/2020,Chandigarh,3749,3390,225
24/05/2020,Chandigarh,3904,3514,238
25/05/2020,Chandigarh,4089,3695,266
26/05/2020,Chandigarh,4207,3828,278
27/05/2020,Chandigarh,4332,3991,279
28/05/2020,Chandigarh,4467,4138,289
29/05/2020,Chandigarh,4543,4222,289
30/05/2020,Chandigarh,4654,4342,289
31/05/2020,Chandigarh,4785,4478,293
01/06/2020,Chandigarh,4816,4495,294
02/06/2020,Chandigarh,4902,4573,301
03/06/2020,Chandigarh,4977,4658,301
04/06/2020,Chandigarh,5059,4735,302
05/06/2020,Chandigarh,5121,4793,309
06/06/2020,Chandigarh,5237,4906,309
07/06/2020,Chandigarh,5312,4977,314
08/06/2020,Chandigarh,5385,5040,318
02/04/2020,Chhattisgarh,1232,921,9
10/04/2020,Chhattisgarh,3473,3322,18
11/04/2020,Chhattisgarh,3858,3503,18
12/04/2020,Chhattisgarh,3945,3856,31
13/04/2020,Chhattisgarh,4377,3969,31
14/04/2020,Chhattisgarh,4812,4319,33
15/04/2020,Chhattisgarh,5122,4878,33
16/04/2020,Chhattisgarh,5519,5168,33
17/04/2020,Chhattisgarh,5776,5484,36
18/04/2020,Chhattisgarh,5776,5484,36
19/04/2020,Chhattisgarh,6675,6086,36
20/04/2020,Chhattisgarh,7601,7029,36
21/04/2020,Chhattisgarh,8272,7555,36
22/04/2020,Chhattisgarh,9220,8296,36
23/04/2020,Chhattisgarh,10346,9206,36
24/04/2020,Chhattisgarh,11386,10213,36
25/04/2020,Chhattisgarh,12596,11168,37
26/04/2020,Chhattisgarh,13786,12406,37
27/04/2020,Chhattisgarh,14987,13882,37
28/04/2020,Chhattisgarh,15737,14953,38
29/04/2020,Chhattisgarh,16546,15658,38
30/04/2020,Chhattisgarh,17541,16602,40
01/05/2020,Chhattisgarh,18039,17199,43
03/05/2020,Chhattisgarh,19902,18848,57
05/05/2020,Chhattisgarh,21323,20300,58
06/05/2020,Chhattisgarh,22188,20873,59
08/05/2020,Chhattisgarh,23629,22509,59
09/05/2020,Chhattisgarh,24506,23326,59
10/05/2020,Chhattisgarh,25282,24186,59
12/05/2020,Chhattisgarh,27339,25741,59
13/05/2020,Chhattisgarh,28837,27012,59
14/05/2020,Chhattisgarh,29697,28234,59
15/05/2020,Chhattisgarh,31341,29812,66
16/05/2020,Chhattisgarh,32678,31275,67
18/05/2020,Chhattisgarh,36606,34656,93
19/05/2020,Chhattisgarh,39010,36586,100
21/05/2020,Chhattisgarh,45522,42618,128
22/05/2020,Chhattisgarh,48116,45022,172
23/05/2020,Chhattisgarh,49763,46894,214
25/05/2020,Chhattisgarh,55022,52598,292
26/05/2020,Chhattisgarh,57479,55539,360
27/05/2020,Chhattisgarh,59320,57283,364
28/05/2020,Chhattisgarh,61771,59585,398
29/05/2020,Chhattisgarh,63992,62983,415
30/05/2020,Chhattisgarh,66417,64762,447
31/05/2020,Chhattisgarh,69152,67268,492
01/06/2020,Chhattisgarh,74696,73294,545
02/06/2020,Chhattisgarh,77168,75151,567
03/06/2020,Chhattisgarh,80416,77639,626
04/06/2020,Chhattisgarh,82941,79452,773
05/06/2020,Chhattisgarh,85743,82083,863
06/06/2020,Chhattisgarh,89392,84517,923
07/06/2020,Chhattisgarh,92942,88384,1071
08/06/2020,Chhattisgarh,96963,91077,1160
09/04/2020,Dadra and Nagar Haveli and Daman and Diu,80,80,0
10/04/2020,Dadra and Nagar Haveli and Daman and Diu,130,130,0
11/04/2020,Dadra and Nagar Haveli and Daman and Diu,211,211,0
15/04/2020,Dadra and Nagar Haveli and Daman and Diu,356,356,0
16/04/2020,Dadra and Nagar Haveli and Daman and Diu,382,382,0
21/04/2020,Dadra and Nagar Haveli and Daman and Diu,474,474,0
22/04/2020,Dadra and Nagar Haveli and Daman and Diu,674,674,0
23/04/2020,Dadra and Nagar Haveli and Daman and Diu,913,913,0
25/04/2020,Dadra and Nagar Haveli and Daman and Diu,1386,1386,0
26/04/2020,Dadra and Nagar Haveli and Daman and Diu,1901,1901,0
27/04/2020,Dadra and Nagar Haveli and Daman and Diu,2379,2379,0
29/04/2020,Dadra and Nagar Haveli and Daman and Diu,2921,2921,0
30/04/2020,Dadra and Nagar Haveli and Daman and Diu,3464,3464,0
01/05/2020,Dadra and Nagar Haveli and Daman and Diu,4003,4003,0
03/05/2020,Dadra and Nagar Haveli and Daman and Diu,4328,4328,0
04/05/2020,Dadra and Nagar Haveli and Daman and Diu,4434,4434,0
05/05/2020,Dadra and Nagar Haveli and Daman and Diu,4781,4780,1
06/05/2020,Dadra and Nagar Haveli and Daman and Diu,4967,4966,1
07/05/2020,Dadra and Nagar Haveli and Daman and Diu,5272,5271,1
08/05/2020,Dadra and Nagar Haveli and Daman and Diu,5430,5429,1
10/05/2020,Dadra and Nagar Haveli and Daman and Diu,5581,5580,1
11/05/2020,Dadra and Nagar Haveli and Daman and Diu,5763,5762,1
12/05/2020,Dadra and Nagar Haveli and Daman and Diu,5977,5976,1
13/05/2020,Dadra and Nagar Haveli and Daman and Diu,6294,6293,1
14/05/2020,Dadra and Nagar Haveli and Daman and Diu,6554,6553,1
15/05/2020,Dadra and Nagar Haveli and Daman and Diu,6916,6915,1
17/05/2020,Dadra and Nagar Haveli and Daman and Diu,7157,7156,1
18/05/2020,Dadra and Nagar Haveli and Daman and Diu,7571,7570,1
19/05/2020,Dadra and Nagar Haveli and Daman and Diu,7829,7828,1
20/05/2020,Dadra and Nagar Haveli and Daman and Diu,8137,8136,1
21/05/2020,Dadra and Nagar Haveli and Daman and Diu,8456,8455,1
22/05/2020,Dadra and Nagar Haveli and Daman and Diu,8979,8978,1
23/05/2020,Dadra and Nagar Haveli and Daman and Diu,9298,9296,2
24/05/2020,Dadra and Nagar Haveli and Daman and Diu,9678,9676,2
25/05/2020,Dadra and Nagar Haveli and Daman and Diu,10085,10083,2
26/05/2020,Dadra and Nagar Haveli and Daman and Diu,10388,10386,2
27/05/2020,Dadra and Nagar Haveli and Daman and Diu,10872,10870,2
28/05/2020,Dadra and Nagar Haveli and Daman and Diu,11177,11175,2
29/05/2020,Dadra and Nagar Haveli and Daman and Diu,11477,11475,2
01/06/2020,Dadra and Nagar Haveli and Daman and Diu,11693,11690,3
03/06/2020,Dadra and Nagar Haveli and Daman and Diu,12064,12052,12
04/06/2020,Dadra and Nagar Haveli and Daman and Diu,12375,12361,14
05/06/2020,Dadra and Nagar Haveli and Daman and Diu,13667,13653,14
06/06/2020,Dadra and Nagar Haveli and Daman and Diu,14780,14761,19
07/06/2020,Dadra and Nagar Haveli and Daman and Diu,15546,14926,20
08/06/2020,Dadra and Nagar Haveli and Daman and Diu,16277,15655,22
01/04/2020,Delhi,2621,,
07/04/2020,Delhi,9041,7308,576
09/04/2020,Delhi,9968,8643,720
10/04/2020,Delhi,11061,9662,903
11/04/2020,Delhi,11709,10218,1069
12/04/2020,Delhi,14036,11748,1154
13/04/2020,Delhi,15032,12283,1510
14/04/2020,Delhi,16282,13748,1561
15/04/2020,Delhi,16605,13865,1578
16/04/2020,Delhi,18784,14692,1640
17/04/2020,Delhi,21409,16899,1707
18/04/2020,Delhi,22283,17449,1893
19/04/2020,Delhi,24387,19393,2003
20/04/2020,Delhi,25900,20712,2081
21/04/2020,Delhi,26627,21810,2156
22/04/2020,Delhi,28309,22713,2248
23/04/2020,Delhi,30560,24538,2375
24/04/2020,Delhi,33672,26552,2514
25/04/2020,Delhi,35519,28693,2625
26/04/2020,Delhi,37613,31919,2918
27/04/2020,Delhi,39911,34145,3108
28/04/2020,Delhi,43370,36195,3314
29/04/2020,Delhi,47225,39920,3439
02/05/2020,Delhi,58210,,4122
03/05/2020,Delhi,60246,,4549
04/05/2020,Delhi,64108,,4898
05/05/2020,Delhi,67852,,5104
06/05/2020,Delhi,71934,,5532
07/05/2020,Delhi,77234,,5980
08/05/2020,Delhi,81367,,6318
09/05/2020,Delhi,84226,,6542
10/05/2020,Delhi,93810,,6923
11/05/2020,Delhi,97678,,7233
12/05/2020,Delhi,106109,,7639
13/05/2020,Delhi,113345,,7998
14/05/2020,Delhi,119736,,8470
15/05/2020,Delhi,125189,,8895
16/05/2020,Delhi,130845,,9333
17/05/2020,Delhi,135791,,9755
18/05/2020,Delhi,139727,,10054
19/05/2020,Delhi,145854,,10554
20/05/2020,Delhi,150282,,11088
21/05/2020,Delhi,154385,,11659
22/05/2020,Delhi,160255,,12319
23/05/2020,Delhi,165047,,12910
24/05/2020,Delhi,169873,,13418
25/05/2020,Delhi,174469,,14053
26/05/2020,Delhi,178579,,14465
27/05/2020,Delhi,184362,,15257
28/05/2020,Delhi,191977,,16281
